Id,SoundName,FileName,FadeInSeconds,FadeOutSeconds,Loop,MaxDistance,MuteInSoundGroup,PanStereo,Pitch,Priority,SpatialBlend,Time,VolumeInSoundGroup
102024,问候,CV/Akaset/Akaset_Rainy_Weekend_Greet_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102025,问候,CV/Akaset/Akaset_Rainy_Weekend_Greet_02.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102026,问候,CV/Akaset/Akaset_Palyer_Brithday_Greet.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102027,问候,CV/Akaset/Akaset_Brithday_Greet.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102028,问候,CV/Akaset/Akaset_Valentine_Greet.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102029,问候,CV/Akaset/Akaset_Qixi_Greet.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102030,问候,CV/Akaset/Akaset_Christmas_Greet.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102031,问候,CV/Akaset/Akaset_SpringFestival_Greet.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102032,问候,CV/Akaset/Akaset_Unhappy_Greet.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102033,问候,CV/Akaset/Akaset_3Daysaway.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102034,问候,CV/Akaset/Akaset_7Daysaway.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102035,触碰反馈,CV/Akaset/Akaset_Touch_Head_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102036,触碰反馈,CV/Akaset/Akaset_Touch_Head_02.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102037,触碰反馈,CV/Akaset/Akaset_Touch_Head_03.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102038,触碰反馈,CV/Akaset/Akaset_Touch_Head_04.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102039,触碰反馈,CV/Akaset/Akaset_Touch_Head_05.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102040,触碰反馈,CV/Akaset/Akaset_Touch_Hand_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102041,触碰反馈,CV/Akaset/Akaset_Touch_Hand_02.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102042,触碰反馈,CV/Akaset/Akaset_Touch_Hand_03.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102043,触碰反馈,CV/Akaset/Akaset_Touch_Hand_04.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102044,触碰反馈,CV/Akaset/Akaset_Touch_Hand_05.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102045,触碰反馈,CV/Akaset/Akaset_Touch_Breast_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102046,触碰反馈,CV/Akaset/Akaset_Touch_Breast_02.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102047,触碰反馈,CV/Akaset/Akaset_Touch_Breast_03.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102048,触碰反馈,CV/Akaset/Akaset_Touch_Hip_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102049,触碰反馈,CV/Akaset/Akaset_Touch_Hip_02.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102050,触碰反馈,CV/Akaset/Akaset_Touch_Unhappy.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102051,触碰反馈,CV/Akaset/Akaset_Touch_Locked.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102052,休闲,CV/Akaset/Akaset_Chat_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102053,休闲,CV/Akaset/Akaset_Chat_02.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102054,休闲,CV/Akaset/Akaset_Chat_03.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102055,休闲,CV/Akaset/Akaset_Chat_04.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102056,休闲,CV/Akaset/Akaset_Chat_05.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102057,休闲,CV/Akaset/Akaset_Chat_06.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102058,剧情,CV/Akaset/Akaset_Smile.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102059,剧情,CV/Akaset/Akaset_Amazed.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102060,剧情,CV/Akaset/Akaset_Sad.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102061,剧情,CV/Akaset/Akaset_Hurt.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102062,剧情,CV/Akaset/Akaset_Mad.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102063,剧情,CV/Akaset/Akaset_Shy.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102064,送礼,CV/Akaset/Akaset_Gift_Like.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102065,送礼,CV/Akaset/Akaset_Gift_Midlike.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102066,送礼,CV/Akaset/Akaset_Gift_Dislike.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102067,送礼,CV/Akaset/Akaset_Gift_Brithday.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102068,送礼,CV/Akaset/Akaset_Valentine_Gift_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102069,送礼,CV/Akaset/Akaset_Qixi_Gift_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102070,送礼,CV/Akaset/Akaset_Christmas_Gift_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102071,送礼,CV/Akaset/Akaset_SpringFestival_Gift_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102072,喜欢的食物1,CV/Akaset/Akaset_Food_Like_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102073,喜欢的食物2,CV/Akaset/Akaset_Food_Like_02.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102074,讨厌的食物1,CV/Akaset/Akaset_Food_Dislike_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102075,讨厌的食物2,CV/Akaset/Akaset_Food_Dislike_02.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102076,一般的食物1,CV/Akaset/Akaset_Food_Midlike_02.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102077,一般的食物2,CV/Akaset/Akaset_Food_Midlike_03.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102078,一般的食物3,CV/Akaset/Akaset_Food_Midlike_04.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102079,食物评论1,CV/Akaset/Akaset_Food_Special_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102080,食物评论2,CV/Akaset/Akaset_Food_Special_02.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102081,抚摸,CV/Akaset/Akaset_Touch_Reaction_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102082,抚摸,CV/Akaset/Akaset_Touch_Reaction_02.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102083,抚摸,CV/Akaset/Akaset_Touch_Reaction_03.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102084,抚摸,CV/Akaset/Akaset_Touch_Reaction_04.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102085,抚摸,CV/Akaset/Akaset_Touch_Reaction_05.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102086,抚摸,CV/Akaset/Akaset_Touch_Reaction_06.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102087,抚摸,CV/Akaset/Akaset_Touch_Reaction_07.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102088,抚摸,CV/Akaset/Akaset_Touch_Reaction_08.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102089,抚摸,CV/Akaset/Akaset_Touch_Reaction_09.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102090,抚摸,CV/Akaset/Akaset_Touch_Reaction_Birthday.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102091,抚摸,CV/Akaset/Akaset_Touch_Reaction_Valentine.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102092,抚摸,CV/Akaset/Akaset_Touch_Reaction_Qixi.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102093,抚摸,CV/Akaset/Akaset_Touch_Reaction_Christmas.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102094,抚摸,CV/Akaset/Akaset_Touch_Reaction_SpringFestival.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102095,战斗,CV/Akaset/Akaset_Attack.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102096,战斗,CV/Akaset/Akaset_Strike.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102097,战斗,CV/Akaset/Akaset_Striked.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102098,战斗,CV/Akaset/Akaset_Skill_01_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102099,战斗,CV/Akaset/Akaset_Skill_01_02.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102100,战斗,CV/Akaset/Akaset_Skill_02_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102101,战斗,CV/Akaset/Akaset_Skill_02_02.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102102,战斗,CV/Akaset/Akaset_Dead.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102103,战斗,CV/Akaset/Akaset_Win.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102104,战斗,CV/Akaset/Akaset_Defeat.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102105,战斗,CV/Akaset/Akaset_Skill_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102106,战斗,CV/Akaset/Akaset_Skill_02.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102107,战斗,CV/Akaset/Akaset_Skill_03.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102108,功能,CV/Akaset/Akaset_Firstmeeting.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102109,功能,CV/Akaset/Akaset_Favor_Up.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102110,功能,CV/Akaset/Akaset_Wedding.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102111,功能,CV/Akaset/Akaset_Receive_Mail.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102112,功能,CV/Akaset/Akaset_Receive_Message.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102113,功能,CV/Akaset/Akaset_Newstory.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102114,功能,CV/Akaset/Akaset_Duty.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102115,誓约,CV/Akaset/Akaset_After_Marriage_Greet.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102116,誓约,CV/Akaset/Akaset_After_Marriage_Chat.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102117,誓约,CV/Akaset/Akaset_After_Marriage_Touch.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102118,誓约,CV/Akaset/Akaset_After_Marriage_Fondle.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102119,誓约,CV/Akaset/Akaset_After_Marriage_Gift.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102120,誓约,CV/Akaset/Akaset_After_Marriage_Festival.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102121,闲聊,CV/Akaset/Akaset_Favorite.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102122,闲聊,CV/Akaset/Akaset_Hate.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102123,闲聊,CV/Akaset/Akaset_About_World.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102124,闲聊,CV/Akaset/Akaset_About_Akaset.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102125,闲聊,CV/Akaset/Akaset_About_Others.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102126,闲聊,CV/Akaset/Akaset_About_Special.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102127,约会,CV/Akaset/Akaset_Dating_Accept.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102128,约会,CV/Akaset/Akaset_Dating_Refuse.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102129,皮肤,CV/Akaset/Akaset_Dress1_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102130,皮肤,CV/Akaset/Akaset_Dress1_02.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102131,皮肤,CV/Akaset/Akaset_Dress1_03.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102132,皮肤,CV/Akaset/Akaset_Dress1_04.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102133,皮肤,CV/Akaset/Akaset_Dress1_05.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102134,皮肤,CV/Akaset/Akaset_Dress1_06.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102135,皮肤,CV/Akaset/Akaset_Dress1_07.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102136,皮肤,CV/Akaset/Akaset_Dress1_08.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102137,皮肤,CV/Akaset/Akaset_Dress1_09.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102138,皮肤,CV/Akaset/Akaset_Dress1_10.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102139,皮肤,CV/Akaset/Akaset_Dress2_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102140,皮肤,CV/Akaset/Akaset_Dress2_02.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102141,皮肤,CV/Akaset/Akaset_Dress2_03.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102142,皮肤,CV/Akaset/Akaset_Dress2_04.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102143,皮肤,CV/Akaset/Akaset_Dress2_05.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102144,皮肤,CV/Akaset/Akaset_Dress2_06.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102145,皮肤,CV/Akaset/Akaset_Dress2_07.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102146,皮肤,CV/Akaset/Akaset_Dress2_08.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102147,皮肤,CV/Akaset/Akaset_Dress2_09.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
102148,皮肤,CV/Akaset/Akaset_Dress2_10.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103001,问候,CV/Lilyiro/Lilyiro_Sunny_Morning_Greet_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103002,问候,CV/Lilyiro/Lilyiro_Sunny_Morning_Greet_02.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103003,问候,CV/Lilyiro/Lilyiro_Sunny_Morning_Greet_03.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103004,问候,CV/Lilyiro/Lilyiro_Rainy_Morning_Greet_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103005,问候,CV/Lilyiro/Lilyiro_Rainy_Morning_Greet_02.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103006,问候,CV/Lilyiro/Lilyiro_Sunny_Noon_Greet_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103007,问候,CV/Lilyiro/Lilyiro_Sunny_Noon_Greet_02.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103008,问候,CV/Lilyiro/Lilyiro_Sunny_Noon_Greet_03.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103009,问候,CV/Lilyiro/Lilyiro_Rainy_Noon_Greet_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103010,问候,CV/Lilyiro/Lilyiro_Rainy_Noon_Greet_02.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103011,问候,CV/Lilyiro/Lilyiro_Evening_Night_Greet_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103012,问候,CV/Lilyiro/Lilyiro_Evening_Night_Greet_02.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103013,问候,CV/Lilyiro/Lilyiro_Evening_Night_Greet_03.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103014,问候,CV/Lilyiro/Lilyiro_Rainy_Night_Greet_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103015,问候,CV/Lilyiro/Lilyiro_Rainy_Night_Greet_02.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103016,问候,CV/Lilyiro/Lilyiro_Sunny_Midnight_Greet_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103017,问候,CV/Lilyiro/Lilyiro_Sunny_Midnight_Greet_02.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103018,问候,CV/Lilyiro/Lilyiro_Sunny_Midnight_Greet_03.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103019,问候,CV/Lilyiro/Lilyiro_Rainy_Midnight_Greet_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103020,问候,CV/Lilyiro/Lilyiro_Rainy_Midnight_Greet_02.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103021,问候,CV/Lilyiro/Lilyiro_Sunny_Weekend_Greet_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103022,问候,CV/Lilyiro/Lilyiro_Sunny_Weekend_Greet_02.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103023,问候,CV/Lilyiro/Lilyiro_Sunny_Weekend_Greet_03.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103024,问候,CV/Lilyiro/Lilyiro_Rainy_Weekend_Greet_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103025,问候,CV/Lilyiro/Lilyiro_Rainy_Weekend_Greet_02.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103026,问候,CV/Lilyiro/Lilyiro_Palyer_Brithday_Greet.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103027,问候,CV/Lilyiro/Lilyiro_Brithday_Greet.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103028,问候,CV/Lilyiro/Lilyiro_Valentine_Greet.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103029,问候,CV/Lilyiro/Lilyiro_Qixi_Greet.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103030,问候,CV/Lilyiro/Lilyiro_Christmas_Greet.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103031,问候,CV/Lilyiro/Lilyiro_SpringFestival_Greet.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103032,问候,CV/Lilyiro/Lilyiro_Unhappy_Greet.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103033,问候,CV/Lilyiro/Lilyiro_3Daysaway.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103034,问候,CV/Lilyiro/Lilyiro_7Daysaway.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103035,触碰反馈,CV/Lilyiro/Lilyiro_Touch_Head_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103036,触碰反馈,CV/Lilyiro/Lilyiro_Touch_Head_02.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103037,触碰反馈,CV/Lilyiro/Lilyiro_Touch_Head_03.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103038,触碰反馈,CV/Lilyiro/Lilyiro_Touch_Head_04.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103039,触碰反馈,CV/Lilyiro/Lilyiro_Touch_Head_05.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103040,触碰反馈,CV/Lilyiro/Lilyiro_Touch_Hand_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103041,触碰反馈,CV/Lilyiro/Lilyiro_Touch_Hand_02.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103042,触碰反馈,CV/Lilyiro/Lilyiro_Touch_Hand_03.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103043,触碰反馈,CV/Lilyiro/Lilyiro_Touch_Hand_04.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103044,触碰反馈,CV/Lilyiro/Lilyiro_Touch_Hand_05.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103045,触碰反馈,CV/Lilyiro/Lilyiro_Touch_Breast_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103046,触碰反馈,CV/Lilyiro/Lilyiro_Touch_Breast_02.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103047,触碰反馈,CV/Lilyiro/Lilyiro_Touch_Breast_03.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103048,触碰反馈,CV/Lilyiro/Lilyiro_Touch_Hip_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103049,触碰反馈,CV/Lilyiro/Lilyiro_Touch_Hip_02.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103050,触碰反馈,CV/Lilyiro/Lilyiro_Touch_Unhappy.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103051,触碰反馈,CV/Lilyiro/Lilyiro_Touch_Locked.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103052,休闲,CV/Lilyiro/Lilyiro_Chat_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103053,休闲,CV/Lilyiro/Lilyiro_Chat_02.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103054,休闲,CV/Lilyiro/Lilyiro_Chat_03.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103055,休闲,CV/Lilyiro/Lilyiro_Chat_04.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103056,休闲,CV/Lilyiro/Lilyiro_Chat_05.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103057,休闲,CV/Lilyiro/Lilyiro_Chat_06.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103058,剧情,CV/Lilyiro/Lilyiro_Smile.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103059,剧情,CV/Lilyiro/Lilyiro_Amazed.ogg,0,1,FALSE,100,FALSE,0,1,0,0,0,1
103060,剧情,CV/Lilyiro/Lilyiro_Sad.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103061,剧情,CV/Lilyiro/Lilyiro_Hurt.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103062,剧情,CV/Lilyiro/Lilyiro_Mad.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103063,剧情,CV/Lilyiro/Lilyiro_Shy.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103064,送礼,CV/Lilyiro/Lilyiro_Gift_Like.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103065,送礼,CV/Lilyiro/Lilyiro_Gift_Midlike.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103066,送礼,CV/Lilyiro/Lilyiro_Gift_Dislike.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103067,送礼,CV/Lilyiro/Lilyiro_Gift_Brithday.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103068,送礼,CV/Lilyiro/Lilyiro_Valentine_Gift_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103069,送礼,CV/Lilyiro/Lilyiro_Qixi_Gift_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103070,送礼,CV/Lilyiro/Lilyiro_Christmas_Gift_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103071,送礼,CV/Lilyiro/Lilyiro_SpringFestival_Gift_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103072,喜欢的食物1,CV/Lilyiro/Lilyiro_Food_Like_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103073,喜欢的食物2,CV/Lilyiro/Lilyiro_Food_Like_02.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103074,讨厌的食物1,CV/Lilyiro/Lilyiro_Food_Dislike_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103075,讨厌的食物2,CV/Lilyiro/Lilyiro_Food_Dislike_02.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103076,一般的食物1,CV/Lilyiro/Lilyiro_Food_Midlike_02.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103077,一般的食物2,CV/Lilyiro/Lilyiro_Food_Midlike_03.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103078,一般的食物3,CV/Lilyiro/Lilyiro_Food_Midlike_04.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103079,食物评论1,CV/Lilyiro/Lilyiro_Food_Special_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103080,食物评论2,CV/Lilyiro/Lilyiro_Food_Special_02.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103081,抚摸,CV/Lilyiro/Lilyiro_Touch_Reaction_01.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103082,抚摸,CV/Lilyiro/Lilyiro_Touch_Reaction_02.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103083,抚摸,CV/Lilyiro/Lilyiro_Touch_Reaction_03.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103084,抚摸,CV/Lilyiro/Lilyiro_Touch_Reaction_04.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103085,抚摸,CV/Lilyiro/Lilyiro_Touch_Reaction_05.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103086,抚摸,CV/Lilyiro/Lilyiro_Touch_Reaction_06.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103087,抚摸,CV/Lilyiro/Lilyiro_Touch_Reaction_07.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103088,抚摸,CV/Lilyiro/Lilyiro_Touch_Reaction_08.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103089,抚摸,CV/Lilyiro/Lilyiro_Touch_Reaction_09.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103090,抚摸,CV/Lilyiro/Lilyiro_Touch_Reaction_Birthday.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103091,抚摸,CV/Lilyiro/Lilyiro_Touch_Reaction_Valentine.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
103092,抚摸,CV/Lilyiro/Lilyiro_Touch_Reaction_Qixi.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
